"학교ID",학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000012907,공주고등학교,고등학교,1922-04-22,공립,본교,운영,충청남도 공주시 중학동 137-1,충청남도 공주시 공주고담길 2,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2013-11-29,2019-09-10,36.4480575,127.1233585,2020-03-20
B000012908,공주여자고등학교,고등학교,1928-02-28,공립,본교,운영,충청남도 공주시 금학동 241,충청남도 공주시 공주여고길 14-1,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2013-11-29,2019-09-10,36.4400439,127.1202764,2020-03-20
B000012909,공주금성여자고등학교,고등학교,1979-10-21,사립,본교,운영,충청남도 공주시 웅진동 277,충청남도 공주시 무령로 103,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2013-11-29,2019-09-10,36.4579233,127.1126154,2020-03-20
B000012910,공주영명고등학교,고등학교,1906-10-15,사립,본교,운영,충청남도 공주시 중동 318,충청남도 공주시 영명학당2길 33,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2013-11-29,2019-09-10,36.4519602,127.1278712,2020-03-20
B000012911,한일고등학교,고등학교,1987-03-01,사립,본교,운영,충청남도 공주시 정안면 광정리 164,충청남도 공주시 정안면 어물길 81,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2013-11-29,2019-09-10,36.6045461,127.1288201,2020-03-20
B000012912,대천고등학교,고등학교,1944-05-01,공립,본교,운영,충청남도 보령시 죽정동 562,충청남도 보령시 대고로 58,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2013-11-29,2019-09-10,36.3658075,126.6049547,2020-03-20
B000012913,대천여자고등학교,고등학교,1964-05-29,공립,본교,운영,충청남도 보령시 대천동 500-2,충청남도 보령시 중앙로 264,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2013-11-29,2019-09-10,36.3597487,126.5849392,2020-03-20
B000012914,웅천고등학교,고등학교,1987-03-27,공립,본교,운영,충청남도 보령시 웅천읍 대창리 449-1,충청남도 보령시 웅천읍 방축길 87,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2013-11-29,2019-09-10,36.234457,126.6045397,2020-03-20
B000012915,온양고등학교,고등학교,1951-08-31,공립,본교,운영,충청남도 아산시 실옥동 183-18,충청남도 아산시 온천대로 1411,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2019-09-10,36.7837023,126.9951738,2020-03-20
B000012916,온양여자고등학교,고등학교,1955-06-01,공립,본교,운영,충청남도 아산시 풍기동 214-25,충청남도 아산시 온여고길21번길 24,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2019-09-10,36.7784499592,127.0135679,2020-03-20
B000012917,온양용화고등학교,고등학교,2005-03-04,공립,본교,운영,충청남도 아산시 용화동 38-17,충청남도 아산시 용화고길 10,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2019-09-10,36.773718,127.0028093,2020-03-20
B000012918,아산고등학교,고등학교,1973-03-10,사립,본교,운영,충청남도 아산시 온천동 30-3,충청남도 아산시 번영로115번길 21,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2019-09-10,36.7888135,127.0046428,2020-03-20
B000012919,온양한올고등학교,고등학교,1970-11-19,사립,본교,운영,충청남도 아산시 권곡동 536-28,충청남도 아산시 청운로 158,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2019-09-10,36.7885499667,127.0105358,2020-03-20
B000012920,설화고등학교,고등학교,2009-03-02,공립,본교,운영,충청남도 아산시 배방읍 장재리 1441,충청남도 아산시 배방읍 용연로 111,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2019-09-10,36.7880317,127.0922403,2020-03-20
B000012921,아산전자기계고등학교,고등학교,1976-03-10,공립,본교,운영,충청남도 아산시 둔포면 둔포리 235,충청남도 아산시 둔포면 둔포중앙로133번길 42,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2019-09-10,36.929075,127.0436616,2020-03-20
B000012922,서산여자고등학교,고등학교,1955-05-18,공립,본교,운영,충청남도 서산시 석림동 486-1,충청남도 서산시 정주골6길 27,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2013-11-29,2019-09-10,36.7703247,126.4676556,2020-03-20
B000012923,서산중앙고등학교,고등학교,1943-04-20,공립,본교,운영,충청남도 서산시 동문동 173-2,충청남도 서산시 벌말1길 23,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2013-11-29,2019-09-10,36.778872,126.4719653,2020-03-20
B000012924,서령고등학교,고등학교,1956-05-03,사립,본교,운영,충청남도 서산시 동문동 558-29,충청남도 서산시 서령로 117-1,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2013-11-29,2019-09-10,36.7947991,126.4581643,2020-03-20
B000012925,서산고등학교,고등학교,1972-03-13,공립,본교,운영,충청남도 서산시 해미면 읍내리 426,충청남도 서산시 해미면 서문3길 37,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2013-11-29,2019-09-10,36.7155484,126.5460725,2020-03-20
B000012926,부석고등학교,고등학교,1975-03-07,공립,본교,운영,충청남도 서산시 부석면 취평리 550,충청남도 서산시 부석면 무학로 1180-9,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2013-11-29,2019-09-10,36.7191682,126.4011759,2020-03-20
B000012927,서일고등학교,고등학교,1974-06-07,사립,본교,운영,충청남도 서산시 지곡면 화천리 908,충청남도 서산시 지곡면 화천3길 56,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2013-11-29,2019-09-10,36.8597816,126.4316944,2020-03-20
B000012936,금산고등학교,고등학교,1952-06-14,공립,본교,운영,충청남도 금산군 금산읍 중도리 166,충청남도 금산군 금산읍 탑선길 5,8140000,충청남도교육청,8201000,충청남도금산교육지원청,2013-11-29,2019-09-10,36.106303,127.4943601,2020-03-20
B000012937,금산여자고등학교,고등학교,1957-03-14,공립,본교,운영,충청남도 금산군 금산읍 아인리 9-1,충청남도 금산군 금산읍 인삼로 21,8140000,충청남도교육청,8201000,충청남도금산교육지원청,2013-11-29,2019-09-10,36.1047578,127.4834536,2020-03-20
B000012939,세종여자고등학교,고등학교,1927-04-15,공립,본교,운영,세종특별자치시 조치원읍 서창리 167,세종특별자치시 조치원읍 봉산로 16,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2019-09-10,36.6079085,127.2879059,2020-03-20
B000012940,한솔고등학교,고등학교,2012-03-01,공립,본교,운영,세종특별자치시 한솔동 972,세종특별자치시 누리로 34,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2019-09-10,36.4784245,127.2528695,2020-03-20
B000012941,성남고등학교,고등학교,1966-03-16,사립,본교,운영,세종특별자치시 어진동 680,세종특별자치시 다솜로 22,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2019-09-10,36.4971322,127.2546808,2020-03-20
B000012942,부여고등학교,고등학교,1946-10-20,공립,본교,운영,충청남도 부여군 부여읍 가탑리 259,충청남도 부여군 부여읍 금성로91번길 3,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2013-11-29,2019-09-10,36.2738625,126.9230728,2020-03-20
B000012943,부여여자고등학교,고등학교,1954-09-27,공립,본교,운영,충청남도 부여군 부여읍 쌍북리 646-10,충청남도 부여군 부여읍 부소로 47,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2013-11-29,2019-09-10,36.2853204,126.9152918,2020-03-20
B000012944,서천고등학교,고등학교,1953-07-10,공립,본교,운영,충청남도 서천군 서천읍 사곡리 203,충청남도 서천군 서천읍 사곡로43번길 13-16,8140000,충청남도교육청,8241000,충청남도서천교육지원청,2013-11-29,2019-09-10,36.0862286,126.6894707,2020-03-20
B000012945,서천여자고등학교,고등학교,1964-03-09,공립,본교,운영,충청남도 서천군 서천읍 군사리 356-17,충청남도 서천군 서천읍 군청로 84,8140000,충청남도교육청,8241000,충청남도서천교육지원청,2013-11-29,2019-09-10,36.0813948,126.6938196,2020-03-20
B000012946,장항고등학교,고등학교,1983-10-23,사립,본교,운영,충청남도 서천군 장항읍 성주리 138-4,충청남도 서천군 장항읍 성화로193번길 6,8140000,충청남도교육청,8241000,충청남도서천교육지원청,2013-11-29,2019-09-10,36.0163804,126.7066953,2020-03-20
B000012947,청양고등학교,고등학교,2009-03-01,공립,본교,운영,충청남도 청양군 청양읍 송방리 133,충청남도 청양군 청양읍 문화예술로 149,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2013-11-29,2019-09-10,36.4535843,126.7979577,2020-03-20
B000012948,정산고등학교,고등학교,1972-03-08,공립,본교,운영,충청남도 청양군 정산면 서정리 91-1,충청남도 청양군 정산면 칠갑산로 1897,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2013-11-29,2019-09-10,36.413852,126.9502064,2020-03-20
B000012949,홍성여자고등학교,고등학교,1953-06-10,공립,본교,운영,충청남도 홍성군 홍성읍 대교리 343-3,충청남도 홍성군 홍성읍 충서로1575번길 10,8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2013-11-29,2019-09-10,36.6088833,126.6683062,2020-03-20
B000012951,광천제일고등학교,고등학교,1952-06-22,공립,본교,운영,충청남도 홍성군 광천읍 광천리 124-11,충청남도 홍성군 광천읍 홍남로 695,8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2013-11-29,2019-09-10,36.5038887,126.6266995,2020-03-20
B000012952,홍주고등학교,고등학교,1974-01-05,사립,본교,운영,충청남도 홍성군 홍성읍 오관리 516,충청남도 홍성군 홍성읍 문화로 78,8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2013-11-29,2019-09-10,36.5935196,126.6615238,2020-03-20
B000012953,서해삼육고등학교,고등학교,1963-12-12,사립,본교,운영,충청남도 홍성군 광천읍 광천리 165,충청남도 홍성군 광천읍 홍남로705번길 23,8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2013-11-29,2019-09-10,36.5070392,126.6275864,2020-03-20
B000012954,광천고등학교,고등학교,1962-12-31,사립,본교,운영,충청남도 홍성군 광천읍 신진리 367,충청남도 홍성군 광천읍 광천로373번길 14,8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2013-11-29,2019-09-10,36.5079324,126.6219158,2020-03-20
B000012955,갈산고등학교,고등학교,1976-03-10,공립,본교,운영,충청남도 홍성군 갈산면 상촌리 319,충청남도 홍성군 갈산면 상촌로9번길 39,8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2013-11-29,2019-09-10,36.6055017,126.5485845,2020-03-20
B000012956,예산여자고등학교,고등학교,1941-05-19,공립,본교,운영,충청남도 예산군 예산읍 주교리 161-1,충청남도 예산군 예산읍 주교로 36,8140000,충청남도교육청,8271000,충청남도예산교육지원청,2013-11-29,2019-09-10,36.6847691,126.8336455,2020-03-20
B000012957,예산고등학교,고등학교,1967-04-06,사립,본교,운영,충청남도 예산군 예산읍 주교리 125-1,충청남도 예산군 예산읍 예산로 101,8140000,충청남도교육청,8271000,충청남도예산교육지원청,2013-11-29,2019-09-10,36.6798975,126.8374822,2020-03-20
B000012958,예산예화여자고등학교,고등학교,1984-03-06,사립,본교,운영,충청남도 예산군 예산읍 주교리 125-1,충청남도 예산군 예산읍 예산로 117,8140000,충청남도교육청,8271000,충청남도예산교육지원청,2013-11-29,2019-09-10,36.6800546,126.8390079,2020-03-20
B000012959,삽교고등학교,고등학교,1975-03-01,사립,본교,운영,충청남도 예산군 삽교읍 두리 532-40,충청남도 예산군 삽교읍 삽교로 161,8140000,충청남도교육청,8271000,충청남도예산교육지원청,2013-11-29,2019-09-10,36.6880306,126.7472645,2020-03-20
B000012960,대흥고등학교,고등학교,1966-02-22,사립,본교,운영,충청남도 예산군 대흥면 상중리 231,충청남도 예산군 대흥면 예당로 845,8140000,충청남도교육청,8271000,충청남도예산교육지원청,2013-11-29,2019-09-10,36.605486,126.7916072,2020-03-20
B000012961,태안고등학교,고등학교,1963-02-19,공립,본교,운영,충청남도 태안군 태안읍 평천리 710,충청남도 태안군 태안읍 백화로 251,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2013-11-29,2019-09-10,36.7542988,126.3178112,2020-03-20
B000012962,안면고등학교,고등학교,1973-03-07,공립,본교,운영,충청남도 태안군 안면읍 승언리 60-27,충청남도 태안군 안면읍 조운막터길 73,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2013-11-29,2019-09-10,36.5094282,126.3560093,2020-03-20
B000012963,태안여자고등학교,고등학교,1974-03-02,사립,본교,운영,충청남도 태안군 태안읍 남문리 416,충청남도 태안군 태안읍 원이로 7-1,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2013-11-29,2019-09-10,36.759268,126.2892545,2020-03-20
B000012964,만리포고등학교,고등학교,1983-03-15,공립,본교,운영,충청남도 태안군 소원면 신덕리 180,충청남도 태안군 소원면 서해로 631,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2013-11-29,2019-09-10,36.7603585,126.1908218,2020-03-20
B000012965,합덕여자고등학교,고등학교,1969-04-24,공립,본교,운영,충청남도 당진시 합덕읍 소소리 51-5,충청남도 당진시 합덕읍 면천로 1583,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2013-11-29,2019-09-10,36.8136086,126.7603278,2020-03-20
B000012966,당진고등학교,고등학교,1960-05-12,공립,본교,운영,충청남도 당진시 채운동 353,충청남도 당진시 백암로 219-20,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2013-11-29,2019-09-10,36.8913303,126.6227329,2020-03-20
